45.941451549255746,-1.0531854629516604
45.94049656396967,-1.0510396957397463
45.93849701025253,-1.0518121719360354
45.93778073466329,-1.0489797592163088
45.93682568615142,-1.0479068756103518
45.9349155397806,-1.0415124893188479
45.93294563242308,-1.037864685058594
45.93082641153449,-1.0403966903686526
45.93178156336711,-1.0426712036132815
45.93261730772725,-1.0460615158081057
45.933333650012244,-1.0481643676757815
45.932826241849504,-1.0486364364624026
45.933482886823676,-1.0516405105590823
45.934467839707295,-1.0556316375732424
45.9362287724785,-1.0542154312133791
45.9364376929949,-1.0555458068847658
45.93599000521022,-1.0556745529174807
45.93667645833557,-1.0577344894409182
45.93619892662618,-1.0583782196044924
45.93676599507327,-1.0600519180297854
45.937452438592686,-1.0596227645874026
45.93795980442802,-1.0610818862915041
45.93858654405062,-1.0602664947509768
45.93742259339896,-1.057562828063965
45.937900114570716,-1.0567045211791994
45.93787026961795,-1.056017875671387
45.93948187408004,-1.0546875000000002
45.940675624963745,-1.0543012619018557
